# epsilon fer
4.550000000000000155e-01 1.552513207563444020e-03
4.575000000000000178e-01 4.744316307055074233e-03
4.600000000000000200e-01 1.352651022520356960e-02
4.625000000000000222e-01 3.566709016184987924e-02
4.650000000000000244e-01 8.900069088272732909e-02
4.675000000000000266e-01 2.151853286539742172e-01
4.699999999999999734e-01 4.756049094415043532e-01
4.724999999999999756e-01 7.648611277387425966e-01
