# epsilon fer
4.550000000000000155e-01 1.534704490693372669e-03
4.575000000000000178e-01 4.666446720996031416e-03
4.600000000000000200e-01 1.327044394377141501e-02
4.625000000000000222e-01 3.472880581879367323e-02
4.650000000000000244e-01 8.355596443238311188e-02
4.675000000000000266e-01 1.860031133935390324e-01
4.699999999999999734e-01 3.856598440537680750e-01
4.724999999999999756e-01 6.588777309265427817e-01
