0.46049999999999996 23 100000 216873 5000000000 0.00023 4.33746e-05
0.46099999999999997 23 100000 189045 5000000000 0.00023 3.7809e-05
0.46149999999999997 35 100000 291027 5000000000 0.00035 5.82054e-05
0.46199999999999997 60 100000 509432 5000000000 0.0006 0.000101886
0.46249999999999997 72 100000 632895 5000000000 0.00072 0.000126579
0.46299999999999997 110 100000 993719 5000000000 0.0011 0.000198744
0.46349999999999997 164 100000 1416694 5000000000 0.00164 0.000283339
0.46399999999999997 200 100000 1726078 5000000000 0.002 0.000345216
0.46449999999999997 278 100000 2390075 5000000000 0.00278 0.000478015
0.46499999999999997 389 100000 3296661 5000000000 0.00389 0.000659332
0.46549999999999997 591 100000 5192568 5000000000 0.00591 0.00103851
0.46599999999999997 749 100000 6523303 5000000000 0.00749 0.00130466
0.46649999999999997 913 100000 8043429 5000000000 0.00913 0.00160869
0.46699999999999997 1334 100000 11626366 5000000000 0.01334 0.00232527
0.46749999999999997 1627 100000 14519576 5000000000 0.01627 0.00290392
0.46799999999999997 2161 100000 19196781 5000000000 0.02161 0.00383936
0.46849999999999997 2760 100000 24485997 5000000000 0.0276 0.0048972
0.469 3655 100000 32249135 5000000000 0.03655 0.00644983
0.4695 4609 100000 41568266 5000000000 0.04609 0.00831365
0.47 5954 100000 54377643 5000000000 0.05954 0.0108755
0.4705 7297 100000 66569837 5000000000 0.07297 0.013314
0.471 9046 100000 83548568 5000000000 0.09046 0.0167097
0.4715 11019 100000 102015255 5000000000 0.11019 0.0204031
0.472 13593 100000 127219959 5000000000 0.13593 0.025444
0.4725 16243 100000 154581033 5000000000 0.16243 0.0309162
0.473 19387 100000 186333899 5000000000 0.19387 0.0372668
0.4735 23029 100000 223484890 5000000000 0.23029 0.044697
0.474 26691 100000 262496067 5000000000 0.26691 0.0524992
0.4745 31043 100000 310876099 5000000000 0.31043 0.0621752
0.475 35860 100000 363543706 5000000000 0.3586 0.0727087
0.4755 40704 100000 419268397 5000000000 0.40704 0.0838537
0.476 45614 100000 478025140 5000000000 0.45614 0.095605
0.4765 50875 100000 541474603 5000000000 0.50875 0.108295
0.477 55980 100000 612008295 5000000000 0.5598 0.122402
0.4775 61584 100000 688373331 5000000000 0.61584 0.137675
0.478 66404 100000 756582723 5000000000 0.66404 0.151317
0.4785 71339 100000 832915614 5000000000 0.71339 0.166583
0.479 75551 100000 903997866 5000000000 0.75551 0.1808
0.4795 79815 100000 980560697 5000000000 0.79815 0.196112
0.48 83380 100000 1050835967 5000000000 0.8338 0.210167
